framework,category,row_count,mode,instrumentation_enabled,warmup_runs,measured_runs,mean_ms,median_ms,minimum_ms,maximum_ms,standard_deviation_ms,p90_ms,preparation_ms,alignment_ms,decision_ms,controller_ms,policy_ms,session_ms,setup_ms,position_ms,diagnostics_ms,normalization_ms,serialization_ms,manifest_ms,memory_bytes,repeated_indicator_calculations
ema_ribbon_trend,trend_following,1000,stateless,False,1,5,292.88542000576854,290.15789995901287,283.1425000913441,310.5534000787884,9.35711268165146,303.3298400230706,1.0802399832755327,5.805400013923645,183.45135902054608,0.0,0.0,0.0,0.0,0.0,17.36027996521443,19.713720097206533,17.706300085410476,0.0079999910667538,1692028,0
engulfing_confirmation_trend,price_action,1000,stateless,False,1,5,312.9311600001529,311.7119000526145,306.1372000956908,327.32059992849827,7.585946041935092,321.29771993495524,1.1070000240579247,6.18237997405231,201.95973976515236,0.0,0.0,0.0,0.0,0.0,17.48509898316115,20.093080471269783,18.19304043892771,0.0090600457042455,1704031,0
heikin_ashi_trend,trend_following,1000,stateless,False,1,5,343.46389998681843,341.1089999135584,322.11179996374995,375.5684000207111,18.13074263800427,364.096080022864,1.1668200138956308,6.242260010913014,227.5837602792308,0.0,0.0,0.0,0.0,0.0,18.6204589670524,20.59543989598751,18.55083988048136,0.0083600170910358,1693031,0
ichimoku_cloud_trading,trend_following,1000,stateless,False,1,5,246.796439983882,249.14650002028796,233.92910009715703,257.58839992340654,9.879226089200465,257.2206799173728,1.0755799943581223,7.786100008524954,134.77795915678144,0.0,0.0,0.0,0.0,0.0,16.64208008442074,20.291320071555678,18.27750012744218,0.0078799901530146,1703785,0
inside_bar_breakout,price_action,1000,stateless,False,1,5,335.7600999996066,333.90420000068843,320.846899994649,359.204399981536,13.846957955683532,352.0797199802473,1.1055199895054102,6.823480036109686,219.16353828273716,0.0,0.0,0.0,0.0,0.0,17.823000415228307,20.23968040011823,18.302700389176607,0.0079600140452384,1695028,0
keltner_channel_breakout,breakout,1000,stateless,False,1,5,309.45566000882536,312.035100068897,302.7155000017956,312.9714000970125,4.030593052295598,312.84568002447486,1.1323600308969617,5.946160014718771,197.3317610798404,0.0,0.0,0.0,0.0,0.0,18.11509970575571,20.25204007513821,18.30284006427973,0.0081399921327829,1700028,0
macd_momentum,momentum,1000,stateless,False,1,5,306.2808600254357,309.01069997344166,290.832000086084,320.00319997314364,10.774542798004711,317.7256800001487,1.0643600020557642,5.79147997777909,194.03265942819417,0.0,0.0,0.0,0.0,0.0,18.219499592669308,20.322160283103585,18.44492028467357,0.0079399906098842,1689028,0
momentum_acceleration_breakout,breakout,1000,stateless,False,1,5,317.702620010823,315.8753999741748,299.24349999055266,334.1336000012234,12.178258137039036,331.43148000817746,1.059899991378188,5.929899984039366,206.07318005058917,0.0,0.0,0.0,0.0,0.0,17.74752011988312,19.9917193967849,17.90943939704448,0.0081200152635574,1706031,0
nr4_nr7_volatility_breakout,price_action,1000,stateless,False,1,5,321.635579993017,323.8633999135345,307.88490001577884,330.1100999815389,7.7746137802787505,328.9228200213984,1.010200008749962,6.01570000872016,206.99399986770004,0.0,0.0,0.0,0.0,0.0,18.191919242963195,21.023361524567008,19.07754153944552,0.0081600155681371,1703046,0
opening_range_breakout,breakout,1000,stateless,False,1,5,309.2902000062168,312.5584999797866,298.0505999876186,319.78819996584207,9.04299250504662,318.64420000929385,3.046520031057298,5.944099999032915,186.81364057119936,0.0,0.0,0.0,0.0,0.0,18.36440076585859,20.451299473643303,18.52405946701765,0.0083600170910358,1618420,0
parabolic_sar_trend,trend_following,1000,stateless,False,1,5,292.9578799987212,292.14220005087554,277.98060001805425,314.5426999544725,13.63520402868012,308.96401999052614,1.2052200036123395,5.9588400181382895,180.67913956474516,0.0,0.0,0.0,0.0,0.0,17.63794030994177,20.272499648854136,17.983739636838436,0.0116599956527352,1695028,0
