Strategy ID,Strategy Name,Strategy Source,Template Type,Pair,Timeframe,SL %,TP %,ROI %,Profit Factor,Total PnL %,Win Rate %,Max Drawdown %,Trades,Expectancy,Runtime Seconds,PF Score,PnL Score,Win Score,DD Score,Trade Score,Overall Score
VOL001_EMA20_100_VOL1P2_SL1P0_TP3P0,Generated Volume EMA 20/100 Vol 1.2,GENERATED,volume,XRPUSDT,15m,1.5,4.0,-8.99,0.98,0.0,27.27,-48.19,319.0,-2.82,31.59,12.25,0.0,9.09,0.0,10.0,31.34
BRK001_EMA20_100_ATR14_SL1P5_TP3P0,Generated Breakout EMA 20/100 ATR 14,GENERATED,breakout,XRPUSDT,15m,1.0,4.0,-7.97,0.98,1.0,20.04,-36.91,474.0,-1.68,41.23,12.25,0.5,6.68,1.5450000000000008,10.0,30.975
BRK001_EMA20_100_ATR14_SL1P5_TP4P0,Generated Breakout EMA 20/100 ATR 14,GENERATED,breakout,XRPUSDT,15m,1.0,4.0,-7.97,0.98,1.0,20.04,-36.91,474.0,-1.68,41.02,12.25,0.5,6.68,1.5450000000000008,10.0,30.975
supertrend_rsi,SuperTrend + RSI,FIXED,fixed,BNBUSDT,15m,1.5,4.0,-20.59,0.95,-13.0,26.59,-57.8,346.0,-5.95,40.91,11.875,0.0,8.863333333333333,0.0,10.0,30.738333333333333
bollinger_reversal_rsi,Bollinger Band Reversal + RSI,FIXED,fixed,BNBUSDT,15m,1.5,4.0,-21.78,0.95,-14.5,26.51,-57.8,347.0,-6.28,40.97,11.875,0.0,8.836666666666668,0.0,10.0,30.711666666666666
MRV001_BB20_RSI14_BUY35_SL1P0_TP2P0,Generated Mean Reversion Bollinger 20 RSI 35,GENERATED,mean_reversion,ETHUSDT,15m,1.0,3.0,-21.45,0.97,-10.0,24.74,-50.55,962.0,-2.23,40.91,12.125,0.0,8.246666666666666,0.0,10.0,30.371666666666666
MRV001_BB20_RSI14_BUY35_SL1P5_TP2P0,Generated Mean Reversion Bollinger 20 RSI 35,GENERATED,mean_reversion,ETHUSDT,15m,1.0,3.0,-21.45,0.97,-10.0,24.74,-50.55,962.0,-2.23,40.63,12.125,0.0,8.246666666666666,0.0,10.0,30.371666666666666
TRD001_EMA20_100_RSI14_PB45_SL1P0_TP2P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,XRPUSDT,15m,1.0,4.0,-9.1,0.98,-1.0,19.95,-38.17,436.0,-2.09,31.4,12.25,0.0,6.6499999999999995,0.9149999999999991,10.0,29.814999999999998
BRK001_EMA20_200_ATR14_SL1P5_TP3P0,Generated Breakout EMA 20/200 ATR 14,GENERATED,breakout,XRPUSDT,15m,1.5,5.0,-10.95,0.97,-3.0,22.88,-42.05,236.0,-4.64,40.71,12.125,0.0,7.626666666666666,0.0,10.0,29.751666666666665
BRK001_EMA20_200_ATR14_SL1P5_TP4P0,Generated Breakout EMA 20/200 ATR 14,GENERATED,breakout,XRPUSDT,15m,1.5,5.0,-10.95,0.97,-3.0,22.88,-42.05,236.0,-4.64,40.95,12.125,0.0,7.626666666666666,0.0,10.0,29.751666666666665
candlestick_volume,Candlestick Confirmation + Volume,FIXED,fixed,XRPUSDT,15m,1.0,3.0,-53.53,0.92,-62.0,23.5,-72.46,1030.0,-5.2,59.64,11.5,0.0,7.833333333333333,0.0,10.0,29.333333333333332
MRV001_BB20_RSI14_BUY30_SL1P0_TP2P0,Generated Mean Reversion Bollinger 20 RSI 30,GENERATED,mean_reversion,ETHUSDT,15m,1.0,4.0,-17.4,0.97,-4.0,19.9,-51.04,774.0,-2.25,41.44,12.125,0.0,6.633333333333333,0.0,10.0,28.758333333333333
MRV001_BB20_RSI14_BUY30_SL1P5_TP2P0,Generated Mean Reversion Bollinger 20 RSI 30,GENERATED,mean_reversion,ETHUSDT,15m,1.0,4.0,-17.4,0.97,-4.0,19.9,-51.04,774.0,-2.25,40.51,12.125,0.0,6.633333333333333,0.0,10.0,28.758333333333333
PLB001_EMA20_100_RSI14_BUY40_SL1P0_TP2P0,Generated Pullback EMA 20/100 RSI 40,GENERATED,pullback,XRPUSDT,15m,1.0,4.0,-16.45,0.96,-9.0,19.61,-40.78,464.0,-3.54,31.83,12.0,0.0,6.536666666666666,0.0,10.0,28.536666666666665
TRD001_EMA20_100_RSI14_PB40_SL1P0_TP2P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,XRPUSDT,15m,1.0,4.0,-16.45,0.96,-9.0,19.61,-40.78,464.0,-3.54,227.59,12.0,0.0,6.536666666666666,0.0,10.0,28.536666666666665
TRD001_EMA20_100_RSI14_PB40_SL1P0_TP3P0,Generated Trend EMA 20/100 RSI 14,GENERATED,trend,XRPUSDT,15m,1.0,4.0,-16.45,0.96,-9.0,19.61,-40.78,464.0,-3.54,56.91,12.0,0.0,6.536666666666666,0.0,10.0,28.536666666666665
MRV001_BB20_RSI14_BUY40_SL1P0_TP2P0,Generated Mean Reversion Bollinger 20 RSI 40,GENERATED,mean_reversion,BNBUSDT,15m,1.0,4.0,-23.95,0.95,-17.0,19.37,-55.99,542.0,-4.42,30.0,11.875,0.0,6.456666666666667,0.0,10.0,28.331666666666667
macd_rsi_volume,MACD + RSI + Volume,FIXED,fixed,XRPUSDT,15m,1.0,4.0,-23.05,0.94,-17.0,19.29,-44.46,482.0,-4.78,41.57,11.75,0.0,6.43,0.0,10.0,28.18
bollinger_reversal_rsi,Bollinger Band Reversal + RSI,FIXED,fixed,XRPUSDT,15m,1.0,4.0,-46.32,0.91,-50.0,18.48,-62.03,660.0,-7.02,191.01,11.375,0.0,6.16,0.0,10.0,27.535
supertrend_rsi,SuperTrend + RSI,FIXED,fixed,XRPUSDT,15m,1.0,4.0,-46.32,0.91,-50.0,18.48,-62.03,660.0,-7.02,32.19,11.375,0.0,6.16,0.0,10.0,27.535
MRV001_BB20_RSI14_BUY40_SL1P0_TP2P0,Generated Mean Reversion Bollinger 20 RSI 40,GENERATED,mean_reversion,XRPUSDT,15m,1.0,4.0,-60.06,0.89,-76.0,18.23,-71.95,861.0,-6.98,30.29,11.125,0.0,6.076666666666667,0.0,10.0,27.201666666666668
MRV001_BB20_RSI14_BUY35_SL1P0_TP2P0,Generated Mean Reversion Bollinger 20 RSI 35,GENERATED,mean_reversion,XRPUSDT,15m,1.0,4.0,-63.4,0.89,-84.0,18.14,-74.29,904.0,-7.01,40.81,11.125,0.0,6.046666666666667,0.0,10.0,27.171666666666667
MRV001_BB20_RSI14_BUY35_SL1P5_TP2P0,Generated Mean Reversion Bollinger 20 RSI 35,GENERATED,mean_reversion,XRPUSDT,15m,1.0,4.0,-63.4,0.89,-84.0,18.14,-74.29,904.0,-7.01,31.35,11.125,0.0,6.046666666666667,0.0,10.0,27.171666666666667
MRV001_BB20_RSI14_BUY30_SL1P0_TP2P0,Generated Mean Reversion Bollinger 20 RSI 30,GENERATED,mean_reversion,XRPUSDT,15m,1.0,4.0,-67.39,0.88,-95.0,17.98,-76.63,940.0,-7.17,41.0,11.0,0.0,5.993333333333334,0.0,10.0,26.993333333333332
MRV001_BB20_RSI14_BUY30_SL1P5_TP2P0,Generated Mean Reversion Bollinger 20 RSI 30,GENERATED,mean_reversion,XRPUSDT,15m,1.0,4.0,-67.39,0.88,-95.0,17.98,-76.63,940.0,-7.17,40.98,11.0,0.0,5.993333333333334,0.0,10.0,26.993333333333332
