Rows,Framework,Mode,Preparation Ms,Alignment Ms,Framework Decision Ms,Controller Ms,Policy Ms,Total Ms,Rows Per Second,Measured Runs,Warmup Runs,Approximate Input Memory Bytes,Decision Series Memory Bytes,Repeated Indicator Calculations,Phase 24.5 10000-Row Baseline Ms
10000,parabolic_sar_trend,stateful_policy,3.7796,75.021933,2423.898001,0.0,0.0,4599.160033,2174.31,3,1,6430000,21669032,0,2916.6099250499997
10000,pin_bar_rejection,stateful_policy,3.578933,73.810333,3373.399868,0.0,0.0,5784.867733,1728.648,3,1,6430000,24958586,0,2916.6099250499997
10000,pivot_range_breakout,stateful_policy,4.2548,73.6077,2836.704336,0.0,0.0,5025.108167,1990.007,3,1,6430000,22828644,0,2916.6099250499997
10000,price_channel_trend,stateful_policy,3.634367,73.642833,2731.783661,0.0,0.0,4954.1499,2018.51,3,1,6430000,21669038,0,2916.6099250499997
10000,rsi_pullback_trend,stateful_policy,3.648567,74.3218,2407.011999,0.0,0.0,4592.605167,2177.413,3,1,6430000,22788747,0,2916.6099250499997
10000,stochastic_pullback_trend,stateful_policy,3.514867,70.4099,4237.0676,0.0,0.0,6636.004367,1506.931,3,1,6430000,22928210,0,2916.6099250499997
10000,supertrend_trend_following,stateful_policy,3.813433,71.6786,2799.779135,0.0,0.0,5139.0042,1945.902,3,1,6430000,22558821,0,2916.6099250499997
10000,support_resistance_bounce,stateful_policy,3.651267,75.046033,2823.625364,0.0,0.0,5100.926233,1960.428,3,1,6430000,23378752,0,2916.6099250499997
10000,triple_screen_trading,stateful_policy,5.993233,216.9671,3019.21203,0.0,0.0,6043.938967,1654.55,3,1,9108738,25072751,0,2916.6099250499997
10000,turtle_trading,stateful_policy,3.253833,68.8354,1729.892935,0.0,0.0,3797.2745,2633.468,3,1,6430000,21619032,0,2916.6099250499997
10000,volume_expansion_breakout,stateful_policy,3.661667,72.4156,3022.059796,0.0,0.0,5309.6885,1883.35,3,1,6430000,22928634,0,2916.6099250499997
10000,vwap_mean_reversion,stateful_policy,3.877767,76.444367,2579.098503,0.0,0.0,4882.287667,2048.22,3,1,6430000,21669032,0,2916.6099250499997
